,Country Code,Country,UOM,Year,PPP
633,SVK,Slovakia,USD_PPP,2011,26260.172
634,SVK,Slovakia,USD_PPP,2012,27000.723
635,SVK,Slovakia,USD_PPP,2013,28021.078
636,SVK,Slovakia,USD_PPP,2014,29029.563
637,SVK,Slovakia,USD_PPP,2015,30062.203
638,SVK,Slovakia,USD_PPP,2016,29737.537
639,SVK,Slovakia,USD_PPP,2017,30147.039
640,SVK,Slovakia,USD_PPP,2018,31374.178
641,SVK,Slovakia,USD_PPP,2019,33462.094
642,SVK,Slovakia,USD_PPP,2020,32902.035
643,SVK,Slovakia,USD_PPP,2021,33950.031
644,ESP,Spain,USD_PPP,1995,16290.473
645,ESP,Spain,USD_PPP,1996,16982.184
646,ESP,Spain,USD_PPP,1997,17916.02
647,ESP,Spain,USD_PPP,1998,19101.547
648,ESP,Spain,USD_PPP,1999,19962.797
649,ESP,Spain,USD_PPP,2000,21595.598
650,ESP,Spain,USD_PPP,2001,23001.072
651,ESP,Spain,USD_PPP,2002,24376.328
652,ESP,Spain,USD_PPP,2003,25042.301
653,ESP,Spain,USD_PPP,2004,26182.029
654,ESP,Spain,USD_PPP,2005,27600.953
655,ESP,Spain,USD_PPP,2006,30743.701
656,ESP,Spain,USD_PPP,2007,32467.049
657,ESP,Spain,USD_PPP,2008,33242.25
658,ESP,Spain,USD_PPP,2009,32089.535
659,ESP,Spain,USD_PPP,2010,31690.908
660,ESP,Spain,USD_PPP,2011,31872.365
661,ESP,Spain,USD_PPP,2012,31724.785
662,ESP,Spain,USD_PPP,2013,32463.129
663,ESP,Spain,USD_PPP,2014,33558.953
664,ESP,Spain,USD_PPP,2015,34945.484
665,ESP,Spain,USD_PPP,2016,37333.086
666,ESP,Spain,USD_PPP,2017,39601.496
667,ESP,Spain,USD_PPP,2018,40776.75
668,ESP,Spain,USD_PPP,2019,43135.746
669,ESP,Spain,USD_PPP,2020,37996.027
670,ESP,Spain,USD_PPP,2021,40734.348
671,SWE,Sweden,USD_PPP,1995,23107.289
672,SWE,Sweden,USD_PPP,1996,23934.105
673,SWE,Sweden,USD_PPP,1997,24805.66
674,SWE,Sweden,USD_PPP,1998,25888.363
675,SWE,Sweden,USD_PPP,1999,27471.479
676,SWE,Sweden,USD_PPP,2000,29624.021
677,SWE,Sweden,USD_PPP,2001,29933.209
678,SWE,Sweden,USD_PPP,2002,30926.359
679,SWE,Sweden,USD_PPP,2003,31816.572
680,SWE,Sweden,USD_PPP,2004,33858.922
681,SWE,Sweden,USD_PPP,2005,34244.359
682,SWE,Sweden,USD_PPP,2006,37727.727
683,SWE,Sweden,USD_PPP,2007,40910.324
684,SWE,Sweden,USD_PPP,2008,42158.297
685,SWE,Sweden,USD_PPP,2009,40279.879
686,SWE,Sweden,USD_PPP,2010,42221.758
687,SWE,Sweden,USD_PPP,2011,44608.582
688,SWE,Sweden,USD_PPP,2012,45432.434
689,SWE,Sweden,USD_PPP,2013,46312.395
690,SWE,Sweden,USD_PPP,2014,47184.672
691,SWE,Sweden,USD_PPP,2015,49103.133
692,SWE,Sweden,USD_PPP,2016,50430.254
693,SWE,Sweden,USD_PPP,2017,51947.957
694,SWE,Sweden,USD_PPP,2018,53521.633
695,SWE,Sweden,USD_PPP,2019,56404.301
696,SWE,Sweden,USD_PPP,2020,56140.551
697,SWE,Sweden,USD_PPP,2021,60126.82
698,CHE,Switzerland,USD_PPP,1995,30586.357
699,CHE,Switzerland,USD_PPP,1996,31242.609
700,CHE,Switzerland,USD_PPP,1997,32440.809
701,CHE,Switzerland,USD_PPP,1998,33543.641
702,CHE,Switzerland,USD_PPP,1999,34401.813
703,CHE,Switzerland,USD_PPP,2000,36351.762
704,CHE,Switzerland,USD_PPP,2001,37514.762
705,CHE,Switzerland,USD_PPP,2002,38410.609
706,CHE,Switzerland,USD_PPP,2003,38448.715
707,CHE,Switzerland,USD_PPP,2004,39884.891
708,CHE,Switzerland,USD_PPP,2005,41244.641
709,CHE,Switzerland,USD_PPP,2006,45963.055
710,CHE,Switzerland,USD_PPP,2007,50584.59
711,CHE,Switzerland,USD_PPP,2008,53498.012
712,CHE,Switzerland,USD_PPP,2009,52732.711
713,CHE,Switzerland,USD_PPP,2010,54349.199
714,CHE,Switzerland,USD_PPP,2011,57493.582
715,CHE,Switzerland,USD_PPP,2012,59440.914
716,CHE,Switzerland,USD_PPP,2013,61656.469
717,CHE,Switzerland,USD_PPP,2014,63417.047
718,CHE,Switzerland,USD_PPP,2015,65265.047
719,CHE,Switzerland,USD_PPP,2016,67350.75
720,CHE,Switzerland,USD_PPP,2017,68193.508
721,CHE,Switzerland,USD_PPP,2018,70688.828
722,CHE,Switzerland,USD_PPP,2019,72668.75
723,CHE,Switzerland,USD_PPP,2020,70810.828
724,CHE,Switzerland,USD_PPP,2021,75969.813
725,TUR,Türkiye,USD_PPP,1995,10111.469
726,TUR,Türkiye,USD_PPP,1996,10832.062
727,TUR,Türkiye,USD_PPP,1997,11650.837
728,TUR,Türkiye,USD_PPP,1998,8937.5928
729,TUR,Türkiye,USD_PPP,1999,8625.2637
730,TUR,Türkiye,USD_PPP,2000,9476.5938
731,TUR,Türkiye,USD_PPP,2001,9143.3213
732,TUR,Türkiye,USD_PPP,2002,9279.0713
733,TUR,Türkiye,USD_PPP,2003,9597.9395
734,TUR,Türkiye,USD_PPP,2004,10884.32
735,TUR,Türkiye,USD_PPP,2005,11910.613
736,TUR,Türkiye,USD_PPP,2006,13640.766
737,TUR,Türkiye,USD_PPP,2007,14864.949
738,TUR,Türkiye,USD_PPP,2008,16038.223
739,TUR,Türkiye,USD_PPP,2009,15442.776
740,TUR,Türkiye,USD_PPP,2010,17345.842
741,TUR,Türkiye,USD_PPP,2011,19590.854
742,TUR,Türkiye,USD_PPP,2012,20627.445
743,TUR,Türkiye,USD_PPP,2013,22373.137
744,TUR,Türkiye,USD_PPP,2014,24104.988
745,TUR,Türkiye,USD_PPP,2015,25855.924
746,TUR,Türkiye,USD_PPP,2016,26695.902
747,TUR,Türkiye,USD_PPP,2017,28193.068
748,TUR,Türkiye,USD_PPP,2018,28281.471
749,TUR,Türkiye,USD_PPP,2019,28011.316
750,TUR,Türkiye,USD_PPP,2020,27973.896
751,TUR,Türkiye,USD_PPP,2021,30679.512
752,GBR,United Kingdom,USD_PPP,1996,20925.322
753,GBR,United Kingdom,USD_PPP,1997,22308.959
754,GBR,United Kingdom,USD_PPP,1998,22905.371
755,GBR,United Kingdom,USD_PPP,1999,23724.771
756,GBR,United Kingdom,USD_PPP,2000,25513.549
757,GBR,United Kingdom,USD_PPP,2001,27088.959
758,GBR,United Kingdom,USD_PPP,2002,28247.205
759,GBR,United Kingdom,USD_PPP,2003,29123.219
760,GBR,United Kingdom,USD_PPP,2004,30934.627
761,GBR,United Kingdom,USD_PPP,2005,31403.393
762,GBR,United Kingdom,USD_PPP,2006,33467.313
763,GBR,United Kingdom,USD_PPP,2007,34289.973
764,GBR,United Kingdom,USD_PPP,2008,35914.707
765,GBR,United Kingdom,USD_PPP,2009,35829.996
766,GBR,United Kingdom,USD_PPP,2010,35553.164
767,GBR,United Kingdom,USD_PPP,2011,36375.281
768,GBR,United Kingdom,USD_PPP,2012,37506.906
769,GBR,United Kingdom,USD_PPP,2013,38827.047
770,GBR,United Kingdom,USD_PPP,2014,39949.758
771,GBR,United Kingdom,USD_PPP,2015,41634.215
772,GBR,United Kingdom,USD_PPP,2016,42928.793
773,GBR,United Kingdom,USD_PPP,2017,44698.094
774,GBR,United Kingdom,USD_PPP,2018,46030.992
775,GBR,United Kingdom,USD_PPP,2019,47980.227
776,GBR,United Kingdom,USD_PPP,2020,47971.961
777,GBR,United Kingdom,USD_PPP,2021,47171.109
778,USA,United States,USD_PPP,1996,29128.764
779,USA,United States,USD_PPP,1997,30500.432
780,USA,United States,USD_PPP,1998,31939.369
781,USA,United States,USD_PPP,1999,33462.434
782,USA,United States,USD_PPP,2000,35202.309
783,USA,United States,USD_PPP,2001,36520.082
784,USA,United States,USD_PPP,2002,37351.387
785,USA,United States,USD_PPP,2003,38512.656
786,USA,United States,USD_PPP,2004,40362.621
787,USA,United States,USD_PPP,2005,42663.836
788,USA,United States,USD_PPP,2006,44935.012
789,USA,United States,USD_PPP,2007,46884.629
790,USA,United States,USD_PPP,2008,48013.07
791,USA,United States,USD_PPP,2009,47597.852
792,USA,United States,USD_PPP,2010,47649.0
793,USA,United States,USD_PPP,2011,49070.113
794,USA,United States,USD_PPP,2012,50605.609
795,USA,United States,USD_PPP,2013,52187.434
796,USA,United States,USD_PPP,2014,53807.535
797,USA,United States,USD_PPP,2015,55503.363
798,USA,United States,USD_PPP,2016,56839.352
799,USA,United States,USD_PPP,2017,58392.648
800,USA,United States,USD_PPP,2018,60844.168
801,USA,United States,USD_PPP,2019,63407.543
802,USA,United States,USD_PPP,2020,63963.895
803,USA,United States,USD_PPP,2021,66787.805
804,ARG,Argentina,USD_PPP,2000,11632.979
805,ARG,Argentina,USD_PPP,2001,11256.786
806,ARG,Argentina,USD_PPP,2002,10088.99
807,ARG,Argentina,USD_PPP,2003,11092.601
808,ARG,Argentina,USD_PPP,2004,12303.223
809,ARG,Argentina,USD_PPP,2005,13681.22
810,ARG,Argentina,USD_PPP,2006,15090.092
811,ARG,Argentina,USD_PPP,2007,16728.637
812,ARG,Argentina,USD_PPP,2008,17567.141
813,ARG,Argentina,USD_PPP,2009,16472.553
814,ARG,Argentina,USD_PPP,2010,18063.916
815,ARG,Argentina,USD_PPP,2011,19322.227
816,ARG,Argentina,USD_PPP,2012,19641.352
817,ARG,Argentina,USD_PPP,2013,20131.68
818,ARG,Argentina,USD_PPP,2014,19683.771
819,ARG,Argentina,USD_PPP,2015,20105.199
820,ARG,Argentina,USD_PPP,2016,20307.869
821,ARG,Argentina,USD_PPP,2017,23597.117
822,ARG,Argentina,USD_PPP,2018,23290.676
823,ARG,Argentina,USD_PPP,2019,23263.43
824,ARG,Argentina,USD_PPP,2020,20981.428
825,ARG,Argentina,USD_PPP,2021,23856.68
826,BRA,Brazil,USD_PPP,2000,9103.8594
827,BRA,Brazil,USD_PPP,2001,9307.4951
828,BRA,Brazil,USD_PPP,2002,9616.1855
829,BRA,Brazil,USD_PPP,2003,9796.5996
830,BRA,Brazil,USD_PPP,2004,10513.528
831,BRA,Brazil,USD_PPP,2005,11061.821
832,BRA,Brazil,USD_PPP,2006,11723.713
833,BRA,Brazil,USD_PPP,2007,12637.861
834,BRA,Brazil,USD_PPP,2008,13396.64
835,BRA,Brazil,USD_PPP,2009,13328.042
836,BRA,Brazil,USD_PPP,2010,14361.508
837,BRA,Brazil,USD_PPP,2011,15109.741
838,BRA,Brazil,USD_PPP,2012,15120.067
839,BRA,Brazil,USD_PPP,2013,15669.143
840,BRA,Brazil,USD_PPP,2014,15800.09
841,BRA,Brazil,USD_PPP,2015,14816.291
842,BRA,Brazil,USD_PPP,2016,14326.1
843,BRA,Brazil,USD_PPP,2017,14596.89
844,BRA,Brazil,USD_PPP,2018,15088.874
845,BRA,Brazil,USD_PPP,2019,15424.049
846,BRA,Brazil,USD_PPP,2020,15173.589
847,BRA,Brazil,USD_PPP,2021,16160.57
848,CHL,Chile,USD_PPP,1995,7388.3857
849,CHL,Chile,USD_PPP,1996,7970.3809
850,CHL,Chile,USD_PPP,1997,8589.0996
851,CHL,Chile,USD_PPP,1998,8927.8936
852,CHL,Chile,USD_PPP,1999,8909.7725
853,CHL,Chile,USD_PPP,2000,9440.042
854,CHL,Chile,USD_PPP,2001,9845.9717
855,CHL,Chile,USD_PPP,2002,10205.703
856,CHL,Chile,USD_PPP,2003,10779.639
857,CHL,Chile,USD_PPP,2004,11682.599
858,CHL,Chile,USD_PPP,2005,12600.906
859,CHL,Chile,USD_PPP,2006,15589.157
860,CHL,Chile,USD_PPP,2007,16771.184
861,CHL,Chile,USD_PPP,2008,16449.613
862,CHL,Chile,USD_PPP,2009,16028.55
863,CHL,Chile,USD_PPP,2010,18041.314
864,CHL,Chile,USD_PPP,2011,20235.57
865,CHL,Chile,USD_PPP,2012,21458.813
866,CHL,Chile,USD_PPP,2013,22295.74
867,CHL,Chile,USD_PPP,2014,22650.713
868,CHL,Chile,USD_PPP,2015,22563.582
869,CHL,Chile,USD_PPP,2016,23384.613
870,CHL,Chile,USD_PPP,2017,24479.459
871,CHL,Chile,USD_PPP,2018,25496.432
872,CHL,Chile,USD_PPP,2019,25517.818
873,CHL,Chile,USD_PPP,2020,24605.443
874,CHL,Chile,USD_PPP,2021,28100.986
875,CHN,China,USD_PPP,1995,1850.7632
876,CHN,China,USD_PPP,1996,2050.1912
877,CHN,China,USD_PPP,1997,2255.3872
878,CHN,China,USD_PPP,1998,2437.3447
879,CHN,China,USD_PPP,1999,2639.3816
880,CHN,China,USD_PPP,2000,2906.2273
881,CHN,China,USD_PPP,2001,3197.1179
882,CHN,China,USD_PPP,2002,3520.7251
883,CHN,China,USD_PPP,2003,3926.9333
884,CHN,China,USD_PPP,2004,4414.1729
885,CHN,China,USD_PPP,2005,5041.5552
886,CHN,China,USD_PPP,2006,5827.4004
887,CHN,China,USD_PPP,2007,6801.3506
888,CHN,China,USD_PPP,2008,7562.2441
889,CHN,China,USD_PPP,2009,8285.5938
890,CHN,China,USD_PPP,2010,9232.6611
891,CHN,China,USD_PPP,2011,10261.47
892,CHN,China,USD_PPP,2012,11127.366
893,CHN,China,USD_PPP,2013,11837.589
894,CHN,China,USD_PPP,2014,12438.63
895,CHN,China,USD_PPP,2015,12865.801
896,CHN,China,USD_PPP,2016,13439.51
897,CHN,China,USD_PPP,2017,14203.91
898,CHN,China,USD_PPP,2018,15466.33
899,CHN,China,USD_PPP,2019,16624.52
900,CHN,China,USD_PPP,2020,17176.865
901,CHN,China,USD_PPP,2021,19334.951
902,COL,Colombia,USD_PPP,1995,6646.3872
903,COL,Colombia,USD_PPP,1996,6767.9404
904,COL,Colombia,USD_PPP,1997,7000.1968
905,COL,Colombia,USD_PPP,1998,7022.0249
906,COL,Colombia,USD_PPP,1999,6658.4927
907,COL,Colombia,USD_PPP,2000,6886.4058
908,COL,Colombia,USD_PPP,2001,7068.8354
909,COL,Colombia,USD_PPP,2002,7265.1777
910,COL,Colombia,USD_PPP,2003,7604.1646
911,COL,Colombia,USD_PPP,2004,8127.5796
912,COL,Colombia,USD_PPP,2005,8676.1074
913,COL,Colombia,USD_PPP,2006,9433.2422
914,COL,Colombia,USD_PPP,2007,10228.188
915,COL,Colombia,USD_PPP,2008,10651.507
916,COL,Colombia,USD_PPP,2009,10720.914
917,COL,Colombia,USD_PPP,2010,11206.222
918,COL,Colombia,USD_PPP,2011,12108.234
919,COL,Colombia,USD_PPP,2012,12530.808
920,COL,Colombia,USD_PPP,2013,13266.002
921,COL,Colombia,USD_PPP,2014,13777.242
922,COL,Colombia,USD_PPP,2015,13762.751
923,COL,Colombia,USD_PPP,2016,14514.225
924,COL,Colombia,USD_PPP,2017,14930.865
925,COL,Colombia,USD_PPP,2018,15814.696
926,COL,Colombia,USD_PPP,2019,16484.764
927,COL,Colombia,USD_PPP,2020,15630.28
928,COL,Colombia,USD_PPP,2021,17417.234
929,CRI,Costa Rica,USD_PPP,1995,6906.6021
930,CRI,Costa Rica,USD_PPP,1996,6951.4819
931,CRI,Costa Rica,USD_PPP,1997,7268.5552
932,CRI,Costa Rica,USD_PPP,1998,7689.8643
933,CRI,Costa Rica,USD_PPP,1999,7934.314
934,CRI,Costa Rica,USD_PPP,2000,8247.7461
935,CRI,Costa Rica,USD_PPP,2001,8544.2686
936,CRI,Costa Rica,USD_PPP,2002,8816.9502
937,CRI,Costa Rica,USD_PPP,2003,9244.7998
938,CRI,Costa Rica,USD_PPP,2004,9755.75
939,CRI,Costa Rica,USD_PPP,2005,10296.531
940,CRI,Costa Rica,USD_PPP,2006,11214.354
941,CRI,Costa Rica,USD_PPP,2007,12292.272
942,CRI,Costa Rica,USD_PPP,2008,12936.434
943,CRI,Costa Rica,USD_PPP,2009,12711.165
944,CRI,Costa Rica,USD_PPP,2010,13325.312
945,CRI,Costa Rica,USD_PPP,2011,14068.155
946,CRI,Costa Rica,USD_PPP,2012,14852.93
947,CRI,Costa Rica,USD_PPP,2013,15542.368
948,CRI,Costa Rica,USD_PPP,2014,16615.975
949,CRI,Costa Rica,USD_PPP,2015,17649.314
950,CRI,Costa Rica,USD_PPP,2016,19119.336
951,CRI,Costa Rica,USD_PPP,2017,20368.23
952,CRI,Costa Rica,USD_PPP,2018,21312.713
953,CRI,Costa Rica,USD_PPP,2019,22739.242
954,CRI,Costa Rica,USD_PPP,2020,21755.527
955,CRI,Costa Rica,USD_PPP,2021,22612.375
956,EST,Estonia,USD_PPP,1995,6428.7061
957,EST,Estonia,USD_PPP,1996,6845.2588
958,EST,Estonia,USD_PPP,1997,7942.668
959,EST,Estonia,USD_PPP,1998,8408.6484
960,EST,Estonia,USD_PPP,1999,8479.4268
961,EST,Estonia,USD_PPP,2000,9394.1035
962,EST,Estonia,USD_PPP,2001,10282.287
963,EST,Estonia,USD_PPP,2002,11628.286
964,EST,Estonia,USD_PPP,2003,13090.445
965,EST,Estonia,USD_PPP,2004,14496.538
966,EST,Estonia,USD_PPP,2005,16584.396
967,EST,Estonia,USD_PPP,2006,19288.342
968,EST,Estonia,USD_PPP,2007,22161.32
969,EST,Estonia,USD_PPP,2008,22780.023
970,EST,Estonia,USD_PPP,2009,20459.922
971,EST,Estonia,USD_PPP,2010,21588.766
972,EST,Estonia,USD_PPP,2011,24515.479
973,EST,Estonia,USD_PPP,2012,25946.926
974,EST,Estonia,USD_PPP,2013,27418.689
975,EST,Estonia,USD_PPP,2014,28917.857
976,EST,Estonia,USD_PPP,2015,29222.734
977,EST,Estonia,USD_PPP,2016,31310.135
978,EST,Estonia,USD_PPP,2017,33867.797
979,EST,Estonia,USD_PPP,2018,36488.621
980,EST,Estonia,USD_PPP,2019,39068.348
981,EST,Estonia,USD_PPP,2020,39460.637
982,EST,Estonia,USD_PPP,2021,43505.098
983,IND,India,USD_PPP,2004,2739.5334
984,IND,India,USD_PPP,2005,3000.4514
985,IND,India,USD_PPP,2006,3270.5779
986,IND,India,USD_PPP,2007,3595.9351
987,IND,India,USD_PPP,2008,3736.5117
988,IND,India,USD_PPP,2009,3986.8467
989,IND,India,USD_PPP,2010,4296.2349
990,IND,India,USD_PPP,2011,4605.23
991,IND,India,USD_PPP,2012,4982.312
992,IND,India,USD_PPP,2013,5177.8716
993,IND,India,USD_PPP,2014,5352.0298
994,IND,India,USD_PPP,2015,5580.5132
995,IND,India,USD_PPP,2016,5954.582
996,IND,India,USD_PPP,2017,6182.9209
997,IND,India,USD_PPP,2018,6665.1382
998,IND,India,USD_PPP,2019,7067.5908
999,IND,India,USD_PPP,2020,6525.4297
1000,IND,India,USD_PPP,2021,7315.5513
1001,IDN,Indonesia,USD_PPP,1995,5626.9736
1002,IDN,Indonesia,USD_PPP,1996,6092.8369
1003,IDN,Indonesia,USD_PPP,1997,6399.7578
1004,IDN,Indonesia,USD_PPP,1998,5544.7705
1005,IDN,Indonesia,USD_PPP,1999,5589.2847
1006,IDN,Indonesia,USD_PPP,2000,5346.2085
1007,IDN,Indonesia,USD_PPP,2001,5581.001
1008,IDN,Indonesia,USD_PPP,2002,5834.3301
1009,IDN,Indonesia,USD_PPP,2003,6140.5483
1010,IDN,Indonesia,USD_PPP,2004,6523.4434
1011,IDN,Indonesia,USD_PPP,2005,7004.5366
1012,IDN,Indonesia,USD_PPP,2006,7503.814
1013,IDN,Indonesia,USD_PPP,2007,8072.8848
1014,IDN,Indonesia,USD_PPP,2008,8591.9102
1015,IDN,Indonesia,USD_PPP,2009,8733.2051
1016,IDN,Indonesia,USD_PPP,2010,8624.9238
1017,IDN,Indonesia,USD_PPP,2011,9213.2129
1018,IDN,Indonesia,USD_PPP,2012,9833.6895
1019,IDN,Indonesia,USD_PPP,2013,10188.332
1020,IDN,Indonesia,USD_PPP,2014,10398.96
1021,IDN,Indonesia,USD_PPP,2015,10364.397
1022,IDN,Indonesia,USD_PPP,2016,10610.142
1023,IDN,Indonesia,USD_PPP,2017,11050.883
1024,IDN,Indonesia,USD_PPP,2018,11798.043
1025,IDN,Indonesia,USD_PPP,2019,12481.906
1026,IDN,Indonesia,USD_PPP,2020,12224.981
1027,IDN,Indonesia,USD_PPP,2021,13103.832
1028,ISR,Israel,USD_PPP,1995,20497.518
1029,ISR,Israel,USD_PPP,1996,21555.836
1030,ISR,Israel,USD_PPP,1997,22187.598
1031,ISR,Israel,USD_PPP,1998,22796.289
1032,ISR,Israel,USD_PPP,1999,23274.797
1033,ISR,Israel,USD_PPP,2000,25627.721
1034,ISR,Israel,USD_PPP,2001,25670.076
1035,ISR,Israel,USD_PPP,2002,25962.207
1036,ISR,Israel,USD_PPP,2003,24559.387
1037,ISR,Israel,USD_PPP,2004,25951.201
1038,ISR,Israel,USD_PPP,2005,25510.658
1039,ISR,Israel,USD_PPP,2006,26207.596
1040,ISR,Israel,USD_PPP,2007,28025.234
1041,ISR,Israel,USD_PPP,2008,27833.889
1042,ISR,Israel,USD_PPP,2009,27916.348
1043,ISR,Israel,USD_PPP,2010,29309.641
1044,ISR,Israel,USD_PPP,2011,31172.654
1045,ISR,Israel,USD_PPP,2012,32336.092
1046,ISR,Israel,USD_PPP,2013,34755.383
1047,ISR,Israel,USD_PPP,2014,34755.766
1048,ISR,Israel,USD_PPP,2015,35877.113
1049,ISR,Israel,USD_PPP,2016,38220.121
1050,ISR,Israel,USD_PPP,2017,39464.355
1051,ISR,Israel,USD_PPP,2018,40247.09
1052,ISR,Israel,USD_PPP,2019,40950.352
1053,ISR,Israel,USD_PPP,2020,40222.664
1054,ISR,Israel,USD_PPP,2021,44052.109
1055,LVA,Latvia,USD_PPP,1995,5517.9443
1056,LVA,Latvia,USD_PPP,1996,5809.0581
1057,LVA,Latvia,USD_PPP,1997,6487.5986
1058,LVA,Latvia,USD_PPP,1998,7068.5352
1059,LVA,Latvia,USD_PPP,1999,7405.7715
1060,LVA,Latvia,USD_PPP,2000,8040.3618
1061,LVA,Latvia,USD_PPP,2001,9043.9033
1062,LVA,Latvia,USD_PPP,2002,10080.311
1063,LVA,Latvia,USD_PPP,2003,11060.826
1064,LVA,Latvia,USD_PPP,2004,12279.4
1065,LVA,Latvia,USD_PPP,2005,13914.156
1066,LVA,Latvia,USD_PPP,2006,15854.825
1067,LVA,Latvia,USD_PPP,2007,18232.807
1068,LVA,Latvia,USD_PPP,2008,19569.533
1069,LVA,Latvia,USD_PPP,2009,17022.102
1070,LVA,Latvia,USD_PPP,2010,17709.039
1071,LVA,Latvia,USD_PPP,2011,19256.801
1072,LVA,Latvia,USD_PPP,2012,21297.463
1073,LVA,Latvia,USD_PPP,2013,22637.201
1074,LVA,Latvia,USD_PPP,2014,23810.211
1075,LVA,Latvia,USD_PPP,2015,24975.488
1076,LVA,Latvia,USD_PPP,2016,26724.439
1077,LVA,Latvia,USD_PPP,2017,28689.59
1078,LVA,Latvia,USD_PPP,2018,30891.854
1079,LVA,Latvia,USD_PPP,2019,32938.707
1080,LVA,Latvia,USD_PPP,2020,33011.434
1081,LVA,Latvia,USD_PPP,2021,35045.922
1082,LTU,Lithuania,USD_PPP,1995,5930.8511
1083,LTU,Lithuania,USD_PPP,1996,6385.731
1084,LTU,Lithuania,USD_PPP,1997,7069.5596
1085,LTU,Lithuania,USD_PPP,1998,7762.9834
1086,LTU,Lithuania,USD_PPP,1999,7820.7852
1087,LTU,Lithuania,USD_PPP,2000,8447.1084
1088,LTU,Lithuania,USD_PPP,2001,9437.5146
1089,LTU,Lithuania,USD_PPP,2002,10480.696
1090,LTU,Lithuania,USD_PPP,2003,12068.241
1091,LTU,Lithuania,USD_PPP,2004,13030.518
1092,LTU,Lithuania,USD_PPP,2005,14510.719
1093,LTU,Lithuania,USD_PPP,2006,16481.412
1094,LTU,Lithuania,USD_PPP,2007,19096.713
1095,LTU,Lithuania,USD_PPP,2008,20721.014
1096,LTU,Lithuania,USD_PPP,2009,18117.656
1097,LTU,Lithuania,USD_PPP,2010,20096.646
1098,LTU,Lithuania,USD_PPP,2011,22884.926
1099,LTU,Lithuania,USD_PPP,2012,24703.686
1100,LTU,Lithuania,USD_PPP,2013,26721.58
1101,LTU,Lithuania,USD_PPP,2014,28184.473
1102,LTU,Lithuania,USD_PPP,2015,28834.428
1103,LTU,Lithuania,USD_PPP,2016,30925.17
1104,LTU,Lithuania,USD_PPP,2017,33761.871
1105,LTU,Lithuania,USD_PPP,2018,36376.527
1106,LTU,Lithuania,USD_PPP,2019,39950.961
1107,LTU,Lithuania,USD_PPP,2020,40128.316
1108,LTU,Lithuania,USD_PPP,2021,43699.086
1109,SAU,Saudi Arabia,USD_PPP,1995,37263.648
1110,SAU,Saudi Arabia,USD_PPP,1996,38141.102
1111,SAU,Saudi Arabia,USD_PPP,1997,38474.941
1112,SAU,Saudi Arabia,USD_PPP,1998,39274.871
1113,SAU,Saudi Arabia,USD_PPP,1999,37551.473
1114,SAU,Saudi Arabia,USD_PPP,2000,39644.531
1115,SAU,Saudi Arabia,USD_PPP,2001,39033.176
1116,SAU,Saudi Arabia,USD_PPP,2002,37464.035
1117,SAU,Saudi Arabia,USD_PPP,2003,41273.391
1118,SAU,Saudi Arabia,USD_PPP,2004,44429.664
1119,SAU,Saudi Arabia,USD_PPP,2005,47007.445
1120,SAU,Saudi Arabia,USD_PPP,2006,48445.973
1121,SAU,Saudi Arabia,USD_PPP,2007,49321.219
1122,SAU,Saudi Arabia,USD_PPP,2008,51991.824
1123,SAU,Saudi Arabia,USD_PPP,2009,49862.238
1124,SAU,Saudi Arabia,USD_PPP,2010,51356.84
1125,SAU,Saudi Arabia,USD_PPP,2011,56127.035
1126,SAU,Saudi Arabia,USD_PPP,2012,57693.984
1127,SAU,Saudi Arabia,USD_PPP,2013,56563.355
1128,SAU,Saudi Arabia,USD_PPP,2014,56613.457
1129,SAU,Saudi Arabia,USD_PPP,2015,49491.324
1130,SAU,Saudi Arabia,USD_PPP,2016,46289.754
1131,SAU,Saudi Arabia,USD_PPP,2017,48014.344
1132,SAU,Saudi Arabia,USD_PPP,2018,49189.285
1133,SAU,Saudi Arabia,USD_PPP,2019,49055.871
1134,SAU,Saudi Arabia,USD_PPP,2020,46512.246
1135,SAU,Saudi Arabia,USD_PPP,2021,49386.004
1136,SVN,Slovenia,USD_PPP,1995,13636.333
1137,SVN,Slovenia,USD_PPP,1996,14299.479
1138,SVN,Slovenia,USD_PPP,1997,15279.89
1139,SVN,Slovenia,USD_PPP,1998,16050.553
1140,SVN,Slovenia,USD_PPP,1999,17077.49
1141,SVN,Slovenia,USD_PPP,2000,18000.43
1142,SVN,Slovenia,USD_PPP,2001,18952.861
1143,SVN,Slovenia,USD_PPP,2002,20236.432
1144,SVN,Slovenia,USD_PPP,2003,21107.688
1145,SVN,Slovenia,USD_PPP,2004,22758.107
1146,SVN,Slovenia,USD_PPP,2005,23848.602
1147,SVN,Slovenia,USD_PPP,2006,25706.209
1148,SVN,Slovenia,USD_PPP,2007,27563.496
1149,SVN,Slovenia,USD_PPP,2008,29594.688
1150,SVN,Slovenia,USD_PPP,2009,27511.16
1151,SVN,Slovenia,USD_PPP,2010,27822.244
1152,SVN,Slovenia,USD_PPP,2011,28931.439
1153,SVN,Slovenia,USD_PPP,2012,29048.342
1154,SVN,Slovenia,USD_PPP,2013,29979.607
1155,SVN,Slovenia,USD_PPP,2014,30872.719
1156,SVN,Slovenia,USD_PPP,2015,31631.818
1157,SVN,Slovenia,USD_PPP,2016,33942.766
1158,SVN,Slovenia,USD_PPP,2017,36517.609
1159,SVN,Slovenia,USD_PPP,2018,39008.277
